Plant species,Latitude,Longitude
Zea mays,48,-125
Zea mays,47.25,9.917
Zea mays,38,23.9
Zea mays,36,-6
Zea mays,48,-125
Zea mays,63,-91
Zea mays,63,-91
Zea mays,63,-91
Zea mays,62,109
Zea mays,62,109
Zea mays,38,23.9
Zea mays,48,-125
Zea mays,38,23.9
Zea mays,38,23.9
Zea mays,38,23.9
Zea mays,48,-125
Zea mays,48,-125
Zea mays,48,-125
Zea mays,38,23.9
Zea mays,66,100
Zea mays,48,-125
Zea mays,48,-125
Zea mays,66,100
Lolium perenne,52.2,5.4
Zea mays,48,-125
Zea mays,48,-125
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,50.5,4.5
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,50.5,4.5
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,48,-125
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,51.2,10.5
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Trifolium pratense,52.45,6.417
Trifolium pratense,52.2,5.4
Trifolium pratense,52.9,4.75
Trifolium pratense,51.683,5.8
Trifolium pratense,51.5,5.717
Trifolium pratense,51.45,6.067
Trifolium pratense,52.2,5.4
Trifolium pratense,52.55,4.85
Trifolium pratense,52.983,5.783
Trifolium pratense,52.9,5.467
Trifolium pratense,53.1,5.517
Trifolium pratense,53.233,5.633
Trifolium pratense,52.35,6.817
Trifolium pratense,52.233,6.117
Trifolium pratense,52.117,6
Trifolium pratense,51.917,5.583
Trifolium pratense,53.383,5.3
Trifolium pratense,53.433,5.467
Trifolium pratense,52.85,6.05
Trifolium pratense,52.95,6.883
Trifolium pratense,53,7.183
Trifolium pratense,53.133,6.983
Trifolium pratense,53.2,6.883
Trifolium pratense,53.317,6.7
Trifolium pratense,53.367,5.9
Trifolium pratense,53.383,6.117
Trifolium pratense,53.25,6.15
Trifolium pratense,53.15,6.117
Trifolium pratense,52.933,6.417
Trifolium pratense,53.067,6.617
Trifolium pratense,53.367,6.883
Trifolium pratense,53.417,6.783
Trifolium pratense,53.4,6.617
Trifolium pratense,53.35,6.467
Trifolium pratense,53.283,6.467
Trifolium repens,50.833,5.983
Trifolium repens,51.983,6.4
Trifolium repens,51.683,5.6
Trifolium repens,51.5,5.783
Trifolium repens,52.233,5.1
Trifolium repens,52.233,5.033
Trifolium repens,52.15,4.683
Trifolium repens,52.033,4.9
Trifolium repens,50.817,5.767
Zea mays,35.917,71.867
Zea mays,35.217,72.55
Zea mays,35.517,72.55
Zea mays,35.167,72.517
Zea mays,34.6,72.433
Trifolium repens,50.933,5.883
Zea mays,34.567,72.45
Trifolium repens,51.267,5.983
Zea mays,36.317,72.317
Zea mays,35.983,71.8
Zea mays,35.967,71.8
Zea mays,36.267,72.25
Trifolium repens,51.733,4.55
Trifolium repens,51.683,4.217
Trifolium repens,51.683,3.9
Trifolium repens,51.7,3.817
Trifolium repens,51.417,3.8
Trifolium repens,51.467,4.667
Trifolium repens,52.683,6
Trifolium repens,52.683,6
Zea mays,34.467,72.583
Zea mays,34.9,72.633
Zea mays,34.883,72.6
Zea mays,34.883,72.6
Zea mays,34.9,72.55
Trifolium repens,53.033,5.417
Zea mays,34.9,72.533
Trifolium repens,52.85,4.85
Zea mays,34.917,72.517
Zea mays,34.9,72.217
Zea mays,35.65,71.75
Zea mays,34.8,72.267
Zea mays,34.183,72.5
Zea mays,34.8,72.267
Zea mays,34.483,72.483
Zea mays,34.5,72.483
Zea mays,34.483,72.633
Zea mays,34.483,72.633
Zea mays,34.383,72.5
Zea mays,34.25,72.517
Zea mays,34.383,72.5
Zea mays,34.383,72.5
Zea mays,34.317,72.5
Trifolium repens,48,-125
Trifolium repens,41.55,69.95
Trifolium repens,41.117,70.317
Trifolium pratense,41.117,70.317
Trifolium repens,41.2,70.1
Trifolium repens,41.117,70.317
Zea mays,40.5,-8
Zea mays,40.667,-7.917
Zea mays,41.767,-7.583
Zea mays,41.633,-7.55
Zea mays,41.633,-7.55
Zea mays,41.467,-7.167
Zea mays,41.533,-8.283
Zea mays,41.15,-8.617
Zea mays,41.2,-8.283
Zea mays,41.2,-8.24
Trifolium repens,51.933,5.7
Trifolium repens,51.867,5.767
Trifolium pratense,41.567,70.017
Trifolium pratense,41.733,70.1
Trifolium pratense,41.9,70.35
Trifolium repens,45.7,2.9
Trifolium pratense,46.367,4.483
Trifolium repens,52.333,6.217
Trifolium repens,52.333,6.95
Trifolium repens,52.25,6.7
Zea mays,41.2,-8.24
Zea mays,41.63,-8.19
Zea mays,41.63,-8.19
Zea mays,41.63,-8.19
Zea mays,41.45,-8.183
Trifolium repens,51.967,6.283
Zea mays,35.717,71.767
Zea mays,35.983,71.967
Zea mays,35.983,71.967
Zea mays,35.983,71.967
Zea mays,36.017,72.017
Trifolium pratense,52.5,6.667
Trifolium pratense,52.883,4.867
Solanum melongena,19,85
Solanum melongena,19,85
Solanum melongena,19,85
Solanum melongena,-25.8,29.2
Solanum melongena,19,85
Solanum melongena,27.717,85.317
Solanum melongena,19,85
Solanum melongena,19,85
Solanum melongena,13,101.5
Solanum melongena,35,134
Solanum melongena,36,104
Solanum melongena,36,104
Solanum melongena,19,85
Solanum melongena,35,134
Solanum melongena,36,104
Solanum melongena,39,34.9
Solanum melongena,39,34.9
Solanum melongena,36,104
Solanum melongena,36,104
Solanum melongena,19,85
Solanum melongena,40.2,116.4
Solanum melongena,36,104
Solanum melongena,36,104
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Trifolium pratense,51.333,5.4
Lolium perenne,52.2,5.4
Trifolium pratense,51.583,4.467
Lolium perenne,52.2,5.4
Trifolium pratense,51.617,4.45
Trifolium pratense,51.7,4.633
Trifolium pratense,51.5,5.333
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Trifolium pratense,51.967,6.733
Trifolium pratense,51.933,6.583
Trifolium pratense,51.867,6.35
Trifolium pratense,51.833,5.917
Trifolium pratense,51.917,6.15
Trifolium pratense,52,5.667
Trifolium pratense,51.883,5.9
Trifolium pratense,51.483,4.3
Trifolium pratense,51.383,3.567
Trifolium pratense,51.417,3.8
Trifolium pratense,51.55,3.667
Trifolium pratense,51.283,4.067
Trifolium pratense,51.367,4.017
Trifolium pratense,51.533,4.45
Trifolium pratense,51.467,5.183
Trifolium pratense,51.483,4.05
Trifolium pratense,51.45,4.05
Trifolium pratense,51.517,4.7
Trifolium pratense,51.767,4.15
Trifolium pratense,51.567,3.783
Lolium perenne,44.3,-120.6
Lolium perenne,51.9,19.1
Lolium perenne,62.2,17.6
Lolium perenne,39,34.9
Lolium perenne,39,34.9
Trifolium pratense,50.883,5.917
Lolium perenne,39,34.9
Trifolium pratense,50.8,5.917
Trifolium pratense,51.783,4.067
Trifolium pratense,51.667,4.033
Trifolium pratense,51.683,4.217
Trifolium pratense,51.783,4.067
Trifolium pratense,51.567,3.633
Trifolium pratense,51.467,3.8
Trifolium pratense,51.433,3.817
Trifolium pratense,51.25,5.85
Trifolium pratense,50.783,5.833
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,-41.1,173.8
Trifolium pratense,51.017,5.8
Lolium perenne,47.2,19.5
Trifolium pratense,51.55,5.483
Trifolium pratense,51.583,5.417
Trifolium pratense,50.783,5.9
Lolium perenne,52.2,5.4
Trifolium pratense,50.783,5.683
Trifolium pratense,51.15,5.833
Trifolium pratense,51.75,5.883
Trifolium pratense,51.3,6.05
Trifolium pratense,51.067,5.967
Trifolium pratense,51.183,5.967
Trifolium pratense,50.883,5.75
Trifolium pratense,52.583,6.083
Trifolium pratense,52.683,5.65
Trifolium pratense,52.417,5
Trifolium pratense,52.717,5.833
Trifolium pratense,52.867,6.75
Trifolium pratense,52.7,6.867
Trifolium pratense,53.133,6.267
Trifolium pratense,52.733,6.75
Trifolium pratense,52.833,6.667
Trifolium pratense,52.983,6.567
Trifolium pratense,52.683,6.75
Trifolium pratense,52.75,6.817
Trifolium pratense,52.183,5.6
Trifolium pratense,52.267,5.533
Trifolium pratense,52.4,5.8
Trifolium pratense,52.5,5.967
Trifolium pratense,52.167,4.983
Trifolium pratense,52.317,4.867
Trifolium pratense,52.2,4.733
Trifolium pratense,52.05,4.633
Trifolium pratense,52.05,4.85
Trifolium pratense,51.983,4.717
Trifolium pratense,51.933,4.817
Trifolium pratense,51.917,4.933
Trifolium pratense,51.867,4.767
Trifolium pratense,51.867,4.7
Trifolium pratense,51.917,5.333
Trifolium pratense,51.9,5.067
Trifolium pratense,51.75,4.967
Trifolium pratense,51.8,5.2
Trifolium pratense,51.717,5.35
Trifolium pratense,51.833,5.6
Trifolium pratense,51.9,5.533
Trifolium pratense,51.95,5.567
Trifolium pratense,52.033,6.317
Trifolium pratense,52.117,6.483
Trifolium pratense,52.033,6.6
Solanum lycopersicum,23.6,121.1
Solanum lycopersicum,35,134
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,66,100
Solanum lycopersicum,-2,118
Solanum lycopersicum,43.9,20.2
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,45.7,2.9
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,42,12.6
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,42.7,25.5
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Trifolium pratense,53.217,6.5
Trifolium pratense,51.6,3.85
Zea mays,30.4,69.4
Trifolium pratense,52.633,5.2
Zea mays,30.4,69.4
Zea mays,29.1,66.75
Zea mays,30.4,69.4
Zea mays,30.4,69.4
Zea mays,30.4,69.4
Trifolium pratense,52.55,6.583
Zea mays,45.7,2.9
Zea mays,45.7,2.9
Trifolium pratense,52.717,4.8
Zea mays,45.7,2.9
Zea mays,32.6,71
Zea mays,29.467,66.667
Zea mays,32.6,71
Zea mays,29.467,66.667
Zea mays,30,67
Zea mays,46,25
Zea mays,30.4,69.4
Zea mays,-16.8,-64.4
Zea mays,24,-103
Zea mays,24,-103
Zea mays,36,-6
Zea mays,24,-103
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Zea mays,24,-103
Zea mays,30.4,69.4
Zea mays,24,-103
Zea mays,24,-103
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Zea mays,24,-103
Zea mays,24,-103
Zea mays,24,-103
Zea mays,24,-103
Zea mays,24,-103
Zea mays,24,-103
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Zea mays,35.983,71.55
Zea mays,36.283,72.517
Zea mays,36.267,72.367
Zea mays,35.983,71.533
Zea mays,35.983,71.55
Zea mays,32.6,71
Zea mays,30.333,68
Zea mays,34.85,72.217
Zea mays,30.4,69.4
Zea mays,30.4,69.4
Trifolium pratense,48.4,31.2
Trifolium pratense,52.2,5.4
Trifolium pratense,52.2,5.4
Trifolium pratense,52.2,5.4
Trifolium pratense,52.2,5.4
Solanum lycopersicum,42,12.6
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,46.8,8.2
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,50.4,30.7
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,55.4,-3.4
Lolium perenne,52.2,5.4
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,66,100
Solanum lycopersicum,48,-125
Solanum lycopersicum,35,134
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Lolium perenne,52.2,5.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,46.8,8.2
Solanum lycopersicum,-29,133
Solanum lycopersicum,48,-125
Zea mays,36,-6
Zea mays,35,134
Zea mays,31.5,35.1
Solanum lycopersicum,48,-125
Solanum lycopersicum,31.5,35.1
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,63,-91
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,62,109
Zea mays,52.2,5.4
Zea mays,52.2,5.4
Zea mays,52.2,5.4
Solanum lycopersicum,60.1,31.5
Solanum lycopersicum,48,-125
Solanum lycopersicum,42,12.6
Solanum lycopersicum,42,12.6
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,42,12.6
Solanum lycopersicum,48,-125
Solanum lycopersicum,45.7,2.9
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,56,10.7
Solanum lycopersicum,51.9,19.1
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Solanum lycopersicum,42,12.6
Solanum lycopersicum,48,-125
Solanum lycopersicum,45.7,2.9
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,63,-91
Solanum lycopersicum,-12,-54
Solanum lycopersicum,63,-91
Solanum lycopersicum,42.7,25.5
Solanum lycopersicum,63,-91
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,63,-91
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Solanum lycopersicum,63,-91
Solanum lycopersicum,63,-91
Solanum lycopersicum,63,-91
Solanum lycopersicum,63,-91
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Solanum lycopersicum,63,-91
Solanum lycopersicum,66,100
Solanum lycopersicum,63,-91
Solanum lycopersicum,66,100
Solanum lycopersicum,63,-91
Solanum lycopersicum,63,-91
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,49.8,19.5
Solanum lycopersicum,63,-91
Solanum lycopersicum,46,25
Solanum lycopersicum,63,-91
Solanum lycopersicum,49.8,19.5
Avena sativa,62.2,17.6
Avena sativa,64.9,25.5
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,64.9,25.5
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,56,10.7
Avena sativa,64.9,25.5
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,50.5,4.5
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,51.2,10.5
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,56,10.7
Avena sativa,62.2,17.6
Avena sativa,64.9,25.5
Avena sativa,64.9,25.5
Avena sativa,62.2,17.6
Avena sativa,64.9,25.5
Avena sativa,62.2,17.6
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,13,101.5
Solanum lycopersicum,-36,-72
Solanum lycopersicum,13,101.5
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,48,-125
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,39,34.9
Solanum lycopersicum,19,85
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,62.2,17.6
Avena sativa,56,10.7
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Solanum lycopersicum,48,-125
Solanum lycopersicum,51.9,19.1
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,35,134
Solanum lycopersicum,48,-125
Solanum lycopersicum,35,134
Solanum lycopersicum,66,100
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Avena sativa,50.5,4.5
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,36,104
Solanum lycopersicum,48,-125
Solanum lycopersicum,-0.7,14.9
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,63,-91
Solanum lycopersicum,48,-125
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,63,-91
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,48,-125
Solanum lycopersicum,46.8,8.2
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,46.8,8.2
Solanum lycopersicum,46.8,8.2
Solanum lycopersicum,46.8,8.2
Solanum lycopersicum,46.8,8.2
Solanum lycopersicum,46.8,8.2
Solanum lycopersicum,47.2,19.5
Solanum lycopersicum,42.7,25.5
Solanum lycopersicum,40.3,127.6
Avena sativa,62.2,17.6
Avena sativa,51.2,10.5
Avena sativa,51.2,10.5
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Solanum lycopersicum,45.7,2.9
Solanum lycopersicum,46,25
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,21.6,-79.5
Solanum lycopersicum,36,-6
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,51.2,10.5
Avena sativa,64.9,25.5
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,64.9,25.5
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,62.2,17.6
Avena sativa,64.9,25.5
Avena sativa,62.2,17.6
Solanum lycopersicum,45.7,2.9
Solanum lycopersicum,48,-125
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,47.2,19.5
Solanum lycopersicum,45.7,2.9
Solanum lycopersicum,52.2,5.4
Solanum lycopersicum,47.2,19.5
Solanum lycopersicum,47.2,19.5
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,45.7,2.9
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,-4,24
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
Solanum lycopersicum,63,-91
Solanum lycopersicum,48,-125
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,42,12.6
Solanum lycopersicum,42,12.6
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena sativa,52.2,5.4
Avena strigosa,52.2,5.4
Avena sativa,52.2,5.4
Solanum lycopersicum,51.2,10.5
Solanum lycopersicum,55.4,-3.4
Solanum lycopersicum,63,-91
Solanum lycopersicum,63,-91
Solanum lycopersicum,48,-125
Solanum lycopersicum,48,-125
