Plant species,Latitude,Longitude
Plantago major,51.05,10.38
Plantago major,51.11,10.41
Plantago major,48.49,9.37
Plantago major,48.4,9.45
Plantago major,51.1,10.35
Plantago major,51,10.41
Plantago major,48.4,9.43
Achillea millefolium,51.2,10.36
Plantago major,50.99,10.42
Plantago major,51.05,10.4
Plantago major,48.39,9.42
Achillea millefolium,51.22,10.38
Achillea millefolium,51.22,10.33
Achillea millefolium,51.22,10.38
Achillea millefolium,51.22,10.33
Achillea millefolium,51.21,10.32
Achillea millefolium,51.1,10.33
Plantago major,51,10.41
Plantago major,50.99,10.42
Plantago major,50.97,10.41
Plantago major,51.23,10.43
Plantago major,51.08,10.28
Plantago major,51.18,10.27
Plantago major,51.11,10.42
Plantago major,51.11,10.68
Plantago major,48.44,9.36
Plantago major,51.11,10.68
Plantago major,51,10.41
Plantago major,48.44,9.48
Achillea millefolium,48.45,9.43
Plantago major,51.11,10.68
Acer pseudoplatanus,51.12,10.32
Plantago major,51.13,10.34
Plantago major,51.13,10.34
Plantago major,51.04,10.46
Plantago major,50.98,10.44
Plantago major,48.49,9.36
Plantago major,48.4,9.36
Plantago major,51,10.41
Plantago major,50.99,10.41
Achillea millefolium,51.21,10.3
Plantago major,48.45,9.49
Plantago major,50.99,10.38
Plantago major,48.39,9.36
Plantago major,51.18,10.27
Plantago major,48.39,9.36
Plantago major,51.03,10.47
Achillea millefolium,53.12,13.76
Achillea millefolium,48.46,9.5
Plantago major,48.44,9.47
Plantago major,48.4,9.36
Plantago major,51.07,10.31
Plantago major,51.17,10.41
Achillea millefolium,51.22,10.38
Achillea millefolium,53.12,13.86
Achillea millefolium,51.17,10.21
Achillea millefolium,53.09,14.02
Achillea millefolium,53.09,14.02
Achillea millefolium,48.4,9.36
Achillea millefolium,48.4,9.44
Achillea millefolium,53.17,13.82
Achillea millefolium,53.11,13.79
Achillea millefolium,48.46,9.5
Achillea millefolium,51.18,10.27
Achillea millefolium,53.09,14.02
Arrhenatherum elatius,51.07,10.57
Achillea millefolium,53.17,13.83
Vicia cracca,52.96,13.9
Achillea millefolium,53.17,13.85
Achillea millefolium,53.11,13.79
Vicia cracca,52.97,13.9
Vicia cracca,52.98,13.85
Vicia cracca,50.99,10.37
Vicia cracca,53.11,13.9
Arrhenatherum elatius,51.06,10.47
Vicia cracca,50.99,10.36
Vicia cracca,53.11,13.79
Vicia cracca,53.11,13.79
Vicia cracca,52.97,13.89
Vicia cracca,53.12,13.75
Vicia cracca,53.1,14.02
Vicia cracca,53.12,13.75
Vicia cracca,52.97,13.89
Vicia cracca,52.98,13.85
Vicia cracca,51.05,10.4
Vicia cracca,53.11,13.79
Vicia cracca,52.96,13.83
Vicia cracca,51.22,10.37
Arrhenatherum elatius,51.04,10.51
Vicia cracca,51.2,10.36
Vicia cracca,51.1,10.5
Arrhenatherum elatius,51.04,10.51
Vicia cracca,51.22,10.37
Vicia cracca,53.12,13.74
Vicia cracca,51.23,10.48
Vicia cracca,51.22,10.38
Vicia cracca,53.12,13.74
Arrhenatherum elatius,51.05,10.52
Vicia cracca,51.22,10.37
Vicia cracca,53.09,14.02
Vicia cracca,53.16,13.84
Vicia cracca,51.21,10.39
Vicia cracca,51.17,10.39
Vicia cracca,50.99,10.37
Vicia cracca,51.17,10.38
Vicia cracca,51.23,10.47
Vicia cracca,50.99,10.36
Vicia cracca,51.1,10.5
Vicia cracca,50.97,10.45
Vicia cracca,51.06,10.47
Vicia cracca,51.22,10.37
Vicia cracca,51.27,10.5
Vicia cracca,53.15,13.71
Vicia cracca,51.04,10.51
Vicia cracca,53,13.84
Vicia cracca,51.12,10.33
Vicia cracca,51.1,10.5
Vicia cracca,51.04,10.5
Vicia cracca,52.97,13.82
Arrhenatherum elatius,51.04,10.51
Vicia cracca,51.17,10.39
Arrhenatherum elatius,51.04,10.5
Vicia cracca,51.08,10.48
Vicia cracca,52.97,13.9
Vicia cracca,53.1,13.9
Vicia cracca,51.23,10.48
Vicia cracca,51.1,10.5
Vicia cracca,51.06,10.49
Arrhenatherum elatius,51.05,10.5
Arrhenatherum elatius,51.04,10.51
Vicia cracca,51.07,10.5
Arrhenatherum elatius,51.06,10.49
Arrhenatherum elatius,51.03,10.51
Vicia cracca,51.06,10.5
Vicia cracca,51.3,10.44
Vicia cracca,51.1,10.5
Vicia cracca,51.07,10.47
Vicia cracca,51.12,10.32
Vicia cracca,51.06,10.47
Vicia cracca,51.28,10.46
Arrhenatherum elatius,51.06,10.5
Vicia cracca,50.99,10.36
Vicia cracca,53.12,13.75
Vicia cracca,52.96,13.9
Vicia cracca,53.12,13.74
Vicia cracca,51.08,10.48
Vicia cracca,51.06,10.5
Vicia cracca,50.97,10.45
Arrhenatherum elatius,51.12,10.33
Plantago major,53.12,13.84
Plantago major,53.1,13.62
Plantago major,53.11,13.61
Plantago major,53.1,13.61
Arrhenatherum elatius,51.13,10.45
Arrhenatherum elatius,51.13,10.45
Arrhenatherum elatius,51.11,10.44
Arrhenatherum elatius,51.13,10.45
Plantago major,53.1,13.61
Plantago major,53.1,13.61
Plantago major,53.1,13.98
Arrhenatherum elatius,51.11,10.44
Plantago major,53.1,13.61
Plantago major,53.1,13.61
Arrhenatherum elatius,51.11,10.41
Arrhenatherum elatius,51.11,10.44
Achillea millefolium,52.97,13.9
Medicago sativa,48.42,9.45
Achillea millefolium,53.12,13.84
Achillea millefolium,53.12,13.84
Achillea millefolium,53.12,13.75
Achillea millefolium,51.04,10.47
Achillea millefolium,48.5,9.43
Achillea millefolium,53.12,13.75
Achillea millefolium,53.12,13.84
Achillea millefolium,53.12,13.84
Achillea millefolium,52.97,13.89
Achillea millefolium,51.03,10.47
Plantago major,53.17,13.82
Plantago major,52.98,13.83
Plantago major,53.12,14
Plantago major,52.99,13.83
Plantago major,53.1,13.61
Plantago major,53.11,13.61
Plantago major,53.11,14
Plantago major,53.1,13.98
Plantago major,52.98,13.82
Plantago major,53.12,13.85
Plantago major,53.17,13.82
Plantago major,53.11,13.61
Plantago major,53.12,13.75
Plantago major,53.1,13.61
Arrhenatherum elatius,51.13,10.34
Arrhenatherum elatius,51.12,10.33
Arrhenatherum elatius,51.13,10.34
Plantago major,53.09,13.98
Plantago major,53.17,13.82
Plantago major,53.13,13.86
Plantago major,53.09,13.99
Plantago major,50.98,10.47
Plantago major,53.11,14.02
Plantago major,53.15,13.86
Plantago major,53.12,13.86
Plantago major,53.16,13.84
Plantago major,53.12,13.84
Arrhenatherum elatius,51.14,10.6
Plantago major,52.98,13.83
Plantago major,53.1,13.99
Plantago major,53.1,13.98
Plantago major,53.11,14.02
Plantago major,53.12,13.84
Plantago major,52.98,13.83
Arrhenatherum elatius,51.13,10.45
Plantago major,53.12,14
Plantago major,53.09,13.97
Malus pumila,48.47,9.43
Plantago major,52.97,13.81
Plantago major,53.09,13.98
Malus pumila,51.1,10.54
Plantago major,52.98,13.85
Plantago major,53.12,13.74
Plantago major,53.12,13.75
Arrhenatherum elatius,51.12,10.33
Plantago major,52.98,13.84
Plantago major,53.17,13.82
Plantago major,53.09,13.99
Plantago major,53.11,14.02
Malus pumila,51.22,10.43
Plantago major,53.09,14.02
Plantago major,53.1,13.61
Plantago major,53.11,14.02
Plantago major,53.1,13.99
Plantago major,53.09,13.97
Plantago major,53.09,14
Plantago major,51.01,10.67
Plantago major,50.98,10.46
Plantago major,53.17,13.82
Plantago major,53.09,13.98
Plantago major,53.1,13.62
Plantago major,53.1,13.98
Plantago major,53.12,13.62
Plantago major,53.11,14.02
Arrhenatherum elatius,51.13,10.34
Arrhenatherum elatius,51.04,10.51
Plantago major,51.21,10.39
Plantago major,52.96,13.9
Plantago major,53.11,14.01
Plantago major,52.98,13.82
Arrhenatherum elatius,51.05,10.51
Plantago major,53.11,14
Plantago major,53.09,13.98
Plantago major,53.1,13.98
Plantago major,50.98,10.49
Plantago major,52.98,13.83
Plantago major,52.98,13.82
Plantago major,52.98,13.85
Plantago major,53.09,13.99
Plantago major,53.09,13.99
Plantago major,53.09,13.98
Plantago major,53.09,13.96
Plantago major,53.09,13.63
Plantago major,53.09,13.96
Plantago major,53.12,14
Plantago major,53.09,13.99
Plantago major,53.17,13.83
Plantago major,53.09,13.97
Plantago major,53.11,14.02
Plantago major,53.1,13.98
Plantago major,53.09,13.97
Plantago major,53.11,14.02
Plantago major,53.09,13.98
Plantago major,53.1,13.98
Plantago major,53.11,14
Plantago major,53.09,14
Plantago major,52.98,13.82
Plantago major,53.16,13.84
Plantago major,53.1,13.61
Plantago major,53.1,13.62
Achillea millefolium,53.11,13.89
Plantago major,53.13,13.86
Malus pumila,51.22,10.43
Achillea millefolium,53.12,13.84
Achillea millefolium,53.12,13.84
Achillea millefolium,53.12,13.74
Achillea millefolium,48.38,9.43
Acer pseudoplatanus,51.06,10.47
Achillea millefolium,53.09,14.02
Achillea millefolium,51.18,10.26
Achillea millefolium,53.12,13.75
Achillea millefolium,53.12,13.75
Achillea millefolium,53.12,13.74
Achillea millefolium,53.12,13.74
Achillea millefolium,53.12,13.75
Achillea millefolium,53.12,13.75
Achillea millefolium,53.11,13.9
Achillea millefolium,51.28,10.42
Plantago major,52.98,13.83
Plantago major,53.1,13.98
Plantago major,51.26,10.38
Plantago major,53.09,13.99
Plantago major,53.09,13.98
Plantago major,53.09,13.98
Plantago major,53.09,14.01
Plantago major,53.1,13.99
Arrhenatherum elatius,51.12,10.33
Plantago major,51.23,10.42
Plantago major,53.09,13.99
Arrhenatherum elatius,51.03,10.51
Achillea millefolium,51.06,10.48
Achillea millefolium,48.4,9.45
Achillea millefolium,48.46,9.49
Achillea millefolium,48.48,9.45
Acer campestre,51.06,10.47
Achillea millefolium,51.06,10.47
Achillea millefolium,48.45,9.49
Cichorium intybus,52.87,13.97
Cichorium intybus,51.12,10.33
Achillea millefolium,51.06,10.47
Cichorium intybus,51.13,10.34
Cichorium intybus,53.09,14.02
Cichorium intybus,53.09,14.02
Cichorium intybus,51.27,10.41
Achillea millefolium,48.45,9.49
Plantago major,48.41,9.47
Plantago major,48.4,9.35
Plantago major,48.41,9.43
Plantago major,48.4,9.43
Vicia cracca,48.47,9.49
Vicia cracca,51.06,10.47
Vicia cracca,51.1,10.52
Vicia cracca,53.12,13.75
Vicia cracca,51.06,10.48
Vicia cracca,51.13,10.45
Vicia cracca,51.07,10.47
Vicia cracca,51.05,10.5
Vicia cracca,51.06,10.47
Vicia cracca,51.07,10.48
Vicia cracca,48.39,9.25
Vicia cracca,51.07,10.48
Vicia cracca,51.22,10.37
Vicia cracca,51.07,10.48
Vicia cracca,51.06,10.47
Vicia cracca,51.07,10.5
Vicia cracca,51.17,10.39
Arrhenatherum elatius,51.06,10.48
Vicia cracca,51.19,10.59
Vicia cracca,51.07,10.47
Vicia cracca,48.42,9.45
Vicia cracca,51.08,10.58
Arrhenatherum elatius,51.09,10.58
Vicia cracca,51.06,10.49
Vicia cracca,51.08,10.48
Vicia cracca,48.41,9.44
Vicia cracca,51.19,10.59
Vicia cracca,51.28,10.42
Vicia cracca,51.06,10.47
Arrhenatherum elatius,51.06,10.46
Vicia cracca,48.42,9.49
Vicia cracca,48.46,9.48
Vicia cracca,48.46,9.49
Vicia cracca,51.06,10.46
Vicia cracca,51.08,10.48
Vicia cracca,51.22,10.37
Cichorium intybus,50.98,10.48
Vicia cracca,52.96,13.9
Vicia cracca,51.13,10.34
Vicia cracca,51.07,10.47
Vicia cracca,51.21,10.75
Vicia cracca,48.42,9.49
Cichorium intybus,48.45,9.49
Cichorium intybus,48.45,9.48
Vicia cracca,51.07,10.48
Vicia cracca,51.06,10.5
Vicia cracca,51.18,10.26
Vicia cracca,48.41,9.44
Vicia cracca,51.06,10.47
Vicia cracca,51.07,10.5
Vicia cracca,48.46,9.49
Cichorium intybus,50.99,10.37
Arrhenatherum elatius,51.06,10.5
Vicia cracca,51.05,10.5
Cichorium intybus,51.07,10.29
Cichorium intybus,51.08,10.48
Vicia cracca,51.17,10.23
Cichorium intybus,53.12,13.86
Cichorium intybus,52.97,13.9
Arrhenatherum elatius,51.08,10.58
Vicia cracca,48.47,9.5
Vicia cracca,51.05,10.5
Cichorium intybus,48.47,9.49
Cichorium intybus,51.28,10.42
Vicia cracca,51.07,10.46
Cichorium intybus,51.05,10.4
Arrhenatherum elatius,51.06,10.49
Vicia cracca,48.46,9.49
Arrhenatherum elatius,51.07,10.56
Arrhenatherum elatius,51.04,10.46
Cichorium intybus,51.21,10.75
Cichorium intybus,48.47,9.49
Cichorium intybus,51.03,10.51
Achillea millefolium,51.07,10.47
Achillea millefolium,51.06,10.47
Cichorium intybus,51.08,10.28
Cichorium intybus,51.07,10.47
Achillea millefolium,48.4,9.45
Cichorium intybus,53.15,13.84
Vicia cracca,48.45,9.43
Arrhenatherum elatius,51.08,10.56
Vicia cracca,48.46,9.5
Rhamnus cathartica,48.37,9.41
Viburnum opulus,51.06,10.48
Viburnum opulus,51.1,10.5
Cichorium intybus,48.46,9.49
Cichorium intybus,48.46,9.48
Cichorium intybus,51.08,10.48
Cichorium intybus,51.05,10.38
Cichorium intybus,51.07,10.46
Cichorium intybus,51.1,10.35
Arrhenatherum elatius,51.18,10.29
Arrhenatherum elatius,51.18,10.29
Arrhenatherum elatius,51.07,10.56
Cichorium intybus,51.22,10.37
Cichorium intybus,48.45,9.48
Achillea millefolium,48.38,9.44
Achillea millefolium,53.1,13.61
Achillea millefolium,53.12,13.86
Achillea millefolium,51.18,10.29
Achillea millefolium,53.12,13.85
Achillea millefolium,48.45,9.46
Dactylis glomerata,51.22,10.37
Dactylis glomerata,51.12,10.34
Dactylis glomerata,51.28,10.45
Dactylis glomerata,51.13,10.34
Dactylis glomerata,51.05,10.5
Dactylis glomerata,51.14,10.39
Dactylis glomerata,51.22,10.39
Dactylis glomerata,51.23,10.42
Dactylis glomerata,51.12,10.33
Dactylis glomerata,51.12,10.33
Achillea millefolium,51.06,10.49
Dactylis glomerata,51.15,10.62
Dactylis glomerata,50.99,10.39
Dactylis glomerata,51.29,10.51
Dactylis glomerata,51.14,10.39
Dactylis glomerata,51.11,10.41
Dactylis glomerata,51.09,10.53
Dactylis glomerata,51.12,10.34
Dactylis glomerata,51.15,10.62
Dactylis glomerata,51.15,10.61
Dactylis glomerata,51.23,10.28
Dactylis glomerata,51.12,10.32
Dactylis glomerata,51.1,10.53
Dactylis glomerata,51.21,10.32
Dactylis glomerata,51.15,10.62
Dactylis glomerata,51.03,10.51
Dactylis glomerata,51.1,10.51
Dactylis glomerata,51,10.38
Dactylis glomerata,50.99,10.39
Dactylis glomerata,51.07,10.47
Dactylis glomerata,51.12,10.33
Dactylis glomerata,51.14,10.6
Dactylis glomerata,51.07,10.47
Dactylis glomerata,51.28,10.53
Dactylis glomerata,51.11,10.51
Dactylis glomerata,51.21,10.3
Dactylis glomerata,51.17,10.39
Dactylis glomerata,51.08,10.48
Dactylis glomerata,51.13,10.34
Dactylis glomerata,51.12,10.32
Dactylis glomerata,51.08,10.58
Dactylis glomerata,51.12,10.33
Dactylis glomerata,51.09,10.58
Dactylis glomerata,51.18,10.59
Dactylis glomerata,51.13,10.34
Dactylis glomerata,51.14,10.6
Dactylis glomerata,51.19,10.59
Dactylis glomerata,51.12,10.35
Dactylis glomerata,51.19,10.59
Dactylis glomerata,51.15,10.39
Dactylis glomerata,51.26,10.5
Dactylis glomerata,51.03,10.47
Dactylis glomerata,51.14,10.58
Dactylis glomerata,51.08,10.48
Dactylis glomerata,51.07,10.47
Dactylis glomerata,51.08,10.48
Dactylis glomerata,51.27,10.5
Dactylis glomerata,51.12,10.32
Dactylis glomerata,51.23,10.29
Dactylis glomerata,51.23,10.28
Dactylis glomerata,51.11,10.33
Dactylis glomerata,51.06,10.5
Dactylis glomerata,51.19,10.59
Dactylis glomerata,51.05,10.51
Dactylis glomerata,51.07,10.47
Dactylis glomerata,51.09,10.33
Dactylis glomerata,51.12,10.33
Dactylis glomerata,51,10.38
Dactylis glomerata,51.19,10.58
Dactylis glomerata,51.03,10.51
Dactylis glomerata,51.18,10.27
Dactylis glomerata,48.4,9.52
Dactylis glomerata,51.04,10.46
Dactylis glomerata,51.15,10.62
Dactylis glomerata,51.04,10.51
Dactylis glomerata,51.19,10.6
Dactylis glomerata,51.13,10.45
Dactylis glomerata,51.15,10.61
Dactylis glomerata,51.03,10.46
Dactylis glomerata,51.06,10.49
Dactylis glomerata,51.06,10.47
Dactylis glomerata,51.22,10.35
Dactylis glomerata,51.04,10.51
Dactylis glomerata,51.03,10.5
Dactylis glomerata,51.04,10.51
Dactylis glomerata,51.06,10.47
Dactylis glomerata,51.13,10.34
Dactylis glomerata,51.18,10.61
Dactylis glomerata,51.07,10.57
Dactylis glomerata,51.11,10.42
Dactylis glomerata,51.12,10.33
Dactylis glomerata,51.1,10.5
Dactylis glomerata,51.18,10.58
Dactylis glomerata,51.08,10.58
Dactylis glomerata,51.07,10.5
Dactylis glomerata,51.06,10.47
Dactylis glomerata,51.06,10.49
Dactylis glomerata,51.06,10.49
Dactylis glomerata,51.18,10.58
Dactylis glomerata,51.06,10.46
Dactylis glomerata,51.07,10.5
Achillea millefolium,48.44,9.36
Achillea millefolium,51.06,10.49
Achillea millefolium,48.4,9.46
Achillea millefolium,53.1,13.61
Achillea millefolium,48.39,9.35
Achillea millefolium,51.18,10.29
Acer campestre,51.12,10.33
Dactylis glomerata,51.13,10.45
Dactylis glomerata,48.4,9.26
Dactylis glomerata,51.19,10.58
Dactylis glomerata,51.07,10.57
Dactylis glomerata,48.46,9.5
Dactylis glomerata,51.17,10.23
Dactylis glomerata,51.27,10.42
Dactylis glomerata,51.04,10.51
Dactylis glomerata,51.14,10.53
Dactylis glomerata,51.18,10.26
Dactylis glomerata,51.26,10.5
Dactylis glomerata,48.39,9.51
Dactylis glomerata,51.12,10.32
Dactylis glomerata,51.08,10.57
Dactylis glomerata,48.39,9.26
Dactylis glomerata,51.05,10.5
Dactylis glomerata,51.07,10.47
Dactylis glomerata,51.05,10.52
Dactylis glomerata,48.45,9.48
Dactylis glomerata,51.06,10.5
Achillea millefolium,48.47,9.48
Dactylis glomerata,51.06,10.5
Dactylis glomerata,51.06,10.48
Dactylis glomerata,51.14,10.6
Dactylis glomerata,51.12,10.34
Dactylis glomerata,51.11,10.41
Dactylis glomerata,51.06,10.49
Dactylis glomerata,51.11,10.43
Dactylis glomerata,51.28,10.42
Dactylis glomerata,51.1,10.33
Dactylis glomerata,48.47,9.49
Dactylis glomerata,51.08,10.58
Dactylis glomerata,51.12,10.32
Dactylis glomerata,48.44,9.48
Dactylis glomerata,51.14,10.59
Dactylis glomerata,51.17,10.23
Dactylis glomerata,48.45,9.49
Dactylis glomerata,51.06,10.46
Dactylis glomerata,51.19,10.58
Dactylis glomerata,51.05,10.5
Dactylis glomerata,51.06,10.46
Dactylis glomerata,48.42,9.51
Dactylis glomerata,51.07,10.48
Dactylis glomerata,51.19,10.58
Dactylis glomerata,51.03,10.51
Dactylis glomerata,51.06,10.49
Dactylis glomerata,51.08,10.56
Dactylis glomerata,51.03,10.47
Dactylis glomerata,48.4,9.51
Dactylis glomerata,51.12,10.33
Dactylis glomerata,51.1,10.35
Dactylis glomerata,51.07,10.57
Dactylis glomerata,48.4,9.26
Dactylis glomerata,48.47,9.5
Dactylis glomerata,48.39,9.26
Dactylis glomerata,48.38,9.5
Dactylis glomerata,51.19,10.59
Dactylis glomerata,51.08,10.56
Dactylis glomerata,48.45,9.48
Dactylis glomerata,51.03,10.51
Dactylis glomerata,51.17,10.22
Dactylis glomerata,48.46,9.5
Dactylis glomerata,51.07,10.49
Dactylis glomerata,51.07,10.57
Dactylis glomerata,48.46,9.5
Dactylis glomerata,51.12,10.57
Dactylis glomerata,51.07,10.48
Dactylis glomerata,51.06,10.46
Dactylis glomerata,51.12,10.32
Dactylis glomerata,48.46,9.49
Dactylis glomerata,48.46,9.5
Dactylis glomerata,48.46,9.5
Dactylis glomerata,48.45,9.49
Dactylis glomerata,51.18,10.29
Dactylis glomerata,51.18,10.27
Dactylis glomerata,48.45,9.48
Dactylis glomerata,51.07,10.56
Dactylis glomerata,48.45,9.5
Dactylis glomerata,48.46,9.5
Dactylis glomerata,51.1,10.54
Dactylis glomerata,51.04,10.47
Dactylis glomerata,51.28,10.42
Dactylis glomerata,51.29,10.44
Dactylis glomerata,48.38,9.43
Dactylis glomerata,51.14,10.6
Dactylis glomerata,48.43,9.49
Dactylis glomerata,48.45,9.49
Dactylis glomerata,51.04,10.51
Dactylis glomerata,48.44,9.49
Dactylis glomerata,48.45,9.48
Dactylis glomerata,48.46,9.5
Dactylis glomerata,51.18,10.28
Dactylis glomerata,51.05,10.51
Dactylis glomerata,48.4,9.26
Dactylis glomerata,48.39,9.26
Dactylis glomerata,48.39,9.27
Dactylis glomerata,48.4,9.43
Dactylis glomerata,48.39,9.52
Dactylis glomerata,51.06,10.47
Dactylis glomerata,48.4,9.45
Dactylis glomerata,48.47,9.49
Achillea millefolium,48.42,9.46
Achillea millefolium,51.07,10.48
Achillea millefolium,51.07,10.48
Dactylis glomerata,51.05,10.38
Dactylis glomerata,51.21,10.39
Dactylis glomerata,51,10.41
Dactylis glomerata,51.02,10.32
Dactylis glomerata,51.11,10.68
Dactylis glomerata,51.06,10.38
Dactylis glomerata,50.98,10.49
Dactylis glomerata,51.19,10.75
Dactylis glomerata,51.05,10.4
Dactylis glomerata,50.99,10.39
Dactylis glomerata,51.21,10.75
Dactylis glomerata,51.26,10.38
Dactylis glomerata,50.99,10.39
Dactylis glomerata,50.99,10.46
Dactylis glomerata,51.19,10.75
Dactylis glomerata,53.09,13.95
Dactylis glomerata,53.12,13.62
Dactylis glomerata,51.23,10.43
Dactylis glomerata,51.21,10.75
Dactylis glomerata,51.01,10.67
Dactylis glomerata,53.1,13.98
Dactylis glomerata,50.99,10.46
Dactylis glomerata,53.11,13.98
Dactylis glomerata,50.99,10.37
Dactylis glomerata,53.11,14.01
Dactylis glomerata,50.99,10.38
Dactylis glomerata,53.1,13.63
Dactylis glomerata,51.19,10.75
Dactylis glomerata,51.05,10.4
Dactylis glomerata,53.1,13.98
Dactylis glomerata,51.06,10.38
Dactylis glomerata,50.98,10.49
Dactylis glomerata,51.01,10.67
Dactylis glomerata,51.01,10.67
Dactylis glomerata,51.05,10.4
Dactylis glomerata,51.05,10.38
Dactylis glomerata,51.22,10.39
Dactylis glomerata,51,10.38
Dactylis glomerata,51.19,10.75
Dactylis glomerata,51.12,10.67
Dactylis glomerata,50.99,10.37
Dactylis glomerata,53.1,13.99
Dactylis glomerata,51.21,10.39
Dactylis glomerata,51.22,10.37
Dactylis glomerata,50.97,10.44
Dactylis glomerata,51.12,10.68
Dactylis glomerata,51.22,10.43
Dactylis glomerata,53.1,13.99
Dactylis glomerata,50.99,10.47
Dactylis glomerata,53.1,13.63
Dactylis glomerata,50.97,10.45
Dactylis glomerata,51.28,10.39
Dactylis glomerata,50.99,10.39
Dactylis glomerata,52.99,13.84
Dactylis glomerata,50.99,10.36
Dactylis glomerata,50.99,10.46
Dactylis glomerata,50.99,10.36
Dactylis glomerata,51.1,10.69
Dactylis glomerata,50.99,10.36
Dactylis glomerata,50.99,10.42
Dactylis glomerata,50.99,10.36
Dactylis glomerata,51.14,10.39
Dactylis glomerata,51.05,10.38
Dactylis glomerata,50.99,10.47
Dactylis glomerata,50.99,10.46
Dactylis glomerata,50.99,10.42
Dactylis glomerata,51.21,10.39
Dactylis glomerata,51.22,10.37
Dactylis glomerata,51.21,10.75
Dactylis glomerata,51.23,10.42
Dactylis glomerata,51,10.41
Dactylis glomerata,51.09,10.53
Dactylis glomerata,51.21,10.39
Dactylis glomerata,51.21,10.75
Dactylis glomerata,50.98,10.48
Dactylis glomerata,51.22,10.39
Dactylis glomerata,50.99,10.37
Dactylis glomerata,50.98,10.48
Dactylis glomerata,51.11,10.51
Dactylis glomerata,51.23,10.47
Dactylis glomerata,51.01,10.67
Dactylis glomerata,53.12,13.62
Dactylis glomerata,51.12,10.68
Dactylis glomerata,51.06,10.38
Dactylis glomerata,51.2,10.36
Dactylis glomerata,50.99,10.37
Dactylis glomerata,50.97,10.45
Dactylis glomerata,51.22,10.41
Dactylis glomerata,51.23,10.43
Dactylis glomerata,51,10.41
Dactylis glomerata,51.1,10.5
Dactylis glomerata,51.23,10.48
Dactylis glomerata,51.29,10.38
Dactylis glomerata,51.08,10.28
Dactylis glomerata,51.12,10.41
Dactylis glomerata,51.2,10.36
Dactylis glomerata,50.97,10.4
Dactylis glomerata,51.05,10.38
Dactylis glomerata,50.99,10.37
Dactylis glomerata,51.12,10.67
Achillea millefolium,51.07,10.48
Achillea millefolium,48.43,9.46
Dactylis glomerata,51.22,10.37
Dactylis glomerata,51.22,10.42
Dactylis glomerata,50.98,10.44
Dactylis glomerata,51.29,10.52
Dactylis glomerata,51.07,10.5
Dactylis glomerata,50.99,10.39
Dactylis glomerata,50.97,10.45
Dactylis glomerata,51,10.38
Dactylis glomerata,51.22,10.43
Dactylis glomerata,50.99,10.37
Dactylis glomerata,51.21,10.75
Dactylis glomerata,50.97,10.4
Dactylis glomerata,50.97,10.44
Dactylis glomerata,51.28,10.46
Dactylis glomerata,50.99,10.38
Dactylis glomerata,51.22,10.41
Dactylis glomerata,51.22,10.39
Dactylis glomerata,50.99,10.37
Dactylis glomerata,50.99,10.36
Dactylis glomerata,51.23,10.43
Dactylis glomerata,51.28,10.37
Dactylis glomerata,50.97,10.4
Dactylis glomerata,51.23,10.28
Dactylis glomerata,51.17,10.39
Dactylis glomerata,51.11,10.68
Dactylis glomerata,51.23,10.42
Dactylis glomerata,51.21,10.35
Dactylis glomerata,50.98,10.46
Dactylis glomerata,51.21,10.75
Dactylis glomerata,51.22,10.35
Dactylis glomerata,51.22,10.4
Dactylis glomerata,51.23,10.48
Dactylis glomerata,51.12,10.43
Dactylis glomerata,51.28,10.52
Dactylis glomerata,51.01,10.67
Dactylis glomerata,51.22,10.32
Dactylis glomerata,50.99,10.46
Dactylis glomerata,51.22,10.37
Dactylis glomerata,51.17,10.38
Dactylis glomerata,51.22,10.39
Dactylis glomerata,51.1,10.5
Dactylis glomerata,51.22,10.42
Dactylis glomerata,51.21,10.32
Dactylis glomerata,51.13,10.34
Dactylis glomerata,51.12,10.41
Dactylis glomerata,50.99,10.42
Dactylis glomerata,51,10.41
Dactylis glomerata,51.1,10.5
Dactylis glomerata,51.17,10.38
Dactylis glomerata,51.11,10.41
Dactylis glomerata,51.22,10.33
Dactylis glomerata,51.23,10.43
Dactylis glomerata,51.08,10.48
Dactylis glomerata,50.97,10.41
Dactylis glomerata,51.23,10.28
Dactylis glomerata,50.99,10.38
Dactylis glomerata,51.07,10.5
Dactylis glomerata,50.98,10.46
Dactylis glomerata,51.27,10.5
Dactylis glomerata,51.23,10.48
Dactylis glomerata,51.21,10.3
Dactylis glomerata,51.15,10.62
Dactylis glomerata,51,10.38
Dactylis glomerata,51.11,10.48
Dactylis glomerata,51.22,10.43
Dactylis glomerata,51.23,10.43
Dactylis glomerata,51,10.38
Dactylis glomerata,50.99,10.37
Dactylis glomerata,51.21,10.3
Dactylis glomerata,51.08,10.48
Dactylis glomerata,51.19,10.58
Dactylis glomerata,51.22,10.41
Dactylis glomerata,51.28,10.53
Dactylis glomerata,51.28,10.52
Dactylis glomerata,50.97,10.41
Dactylis glomerata,51.1,10.5
Dactylis glomerata,51.13,10.45
Dactylis glomerata,51.2,10.36
Dactylis glomerata,51.13,10.34
Dactylis glomerata,51.21,10.39
Dactylis glomerata,51.23,10.43
Dactylis glomerata,51,10.38
Dactylis glomerata,51.1,10.5
Dactylis glomerata,51.12,10.34
Dactylis glomerata,51.08,10.48
Dactylis glomerata,51.1,10.52
Dactylis glomerata,51,10.38
